name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
p186,11/1/1989,1,Police Officer                                    ,51280.58,17341.48,17341.48,68622.06,1,Police Officer                                    ,53062.64,14903.04,14903.04,67965.68,1,Police Officer                                    ,54363.72,14116.94,14116.94,68480.66,1,Police Officer                                    ,54363.72,2509.22,2509.22,56872.94,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p187,11/21/1989,1,N/A,0,0,0,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Photographic Lab Technician                       ,36164.16,817.15,817.15,36981.31
p188,11/27/1989,1,Operations Officer I                              ,32380.87,610.35,610.35,32991.22,1,Operations Officer I                              ,33521.8,1696.41,1696.41,35218.21,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Operations Officer II                             ,39619.34,18.72,18.72,39638.06
p189,1/16/1990,1,Police Officer                                    ,51280.58,2286.56,2286.56,53567.14,1,Police Sergeant                                   ,55697.79,2966.7,2966.7,58664.49,1,Police Sergeant                                   ,57064.84,1953.34,1953.34,59018.18,1,Police Sergeant                                   ,57064.84,294.93,294.93,57359.77,1,Police Sergeant                                   ,57064.84,123.46,123.46,57188.3,1,Police Sergeant                                   ,59397.7,419.75,419.75,59817.45
p190,1/16/1990,1,Police Sergeant                                   ,56499.84,29904.23,29904.23,86404.07,1,Police Sergeant                                   ,58466.02,57952.91,57952.91,116418.93,1,Police Sergeant                                   ,59902.43,53753.24,53753.24,113655.67,1,Police Sergeant                                   ,59902.43,87788.3,87788.3,147690.73,1,Police Sergeant                                   ,59902.43,78670.39,78670.39,138572.82,1,Police Sergeant                                   ,62373.24,78265.58,78265.58,140638.82
p191,1/16/1990,1,Police Officer                                    ,51280.58,33810.93,33810.93,85091.51,1,Police Officer                                    ,53062.64,30423.36,30423.36,83486,1,Police Officer                                    ,54363.72,4825.39,4825.39,59189.11,1,Police Officer                                    ,54363.72,3097.13,3097.13,57460.85,1,Police Officer                                    ,54363.72,509.66,509.66,54873.38,1,Police Officer                                    ,55666.43,1692.82,1692.82,57359.25
p192,1/16/1990,1,Police Sergeant                                   ,59309.34,7983.26,7983.26,67292.6,1,Police Sergeant                                   ,61375.28,1918.69,1918.69,63293.97,1,Police Sergeant                                   ,62884.49,4950.15,4950.15,67834.64,1,Police Sergeant                                   ,62884.49,112.96,112.96,62997.45,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p193,1/16/1990,1,Police Officer                                    ,51280.58,2005.34,2005.34,53285.92,1,Police Officer                                    ,53062.64,192.59,192.59,53255.23,1,Police Officer                                    ,54363.72,268.04,268.04,54631.76,1,Police Officer                                    ,54363.72,297.67,297.67,54661.39,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p194,1/16/1990,1,Police Officer                                    ,51280.58,4845.07,4845.07,56125.65,1,Police Officer                                    ,53062.64,2192.75,2192.75,55255.39,1,Police Officer                                    ,54363.72,2875.57,2875.57,57239.29,1,Police Officer                                    ,54363.72,2218.01,2218.01,56581.73,1,Police Officer                                    ,54363.72,2269.83,2269.83,56633.55,1,Police Officer                                    ,13150.96,79.98,79.98,13230.94
p195,1/16/1990,1,Police Officer                                    ,51280.58,1306.09,1306.09,52586.67,1,Police Officer                                    ,53062.64,1340.37,1340.37,54403.01,1,Police Officer                                    ,54363.72,4545.42,4545.42,58909.14,1,Police Officer                                    ,54363.72,2116.9,2116.9,56480.62,1,Police Officer                                    ,54363.72,1602.62,1602.62,55966.34,1,Police Officer                                    ,55453.2,173.29,173.29,55626.49
p196,7/2/1990,1,Police Officer                                    ,55146.33,6680.25,6680.25,61826.58,1,Police Officer                                    ,57064.84,3653.13,3653.13,60717.97,1,Police Officer                                    ,57064.84,577.16,577.16,57642,1,Police Officer                                    ,57064.84,860.77,860.77,57925.61,1,Police Officer                                    ,57064.84,1035.67,1035.67,58100.51,1,Police Officer                                    ,58991.92,2244.01,2244.01,61235.93
p197,7/9/1990,1,Police Officer                                    ,50054.31,505.36,505.36,50559.67,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p198,7/16/1990,1,Police Officer                                    ,50054.31,23616.86,23616.86,73671.17,1,Police Officer                                    ,53062.64,26016.27,26016.27,79078.91,1,Police Officer                                    ,53062.64,22294.23,22294.23,75356.87,1,Police Officer                                    ,53062.64,15288.82,15288.82,68351.46,1,Police Officer                                    ,53062.64,16296.89,16296.89,69359.53,1,Police Officer                                    ,54126,16661.48,16661.48,70787.48
p199,7/16/1990,1,Police Officer                                    ,48857.31,11123.42,11123.42,59980.73,1,Police Officer                                    ,49345.88,9211.37,9211.37,58557.25,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p200,7/16/1990,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,58466.02,1941.23,1941.23,60407.25,1,Police Sergeant                                   ,58466.02,1596.11,1596.11,60062.13,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p201,7/16/1990,1,Police Sergeant                                   ,56499.84,1361.96,1361.96,57861.8,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p202,7/16/1990,1,N/A,0,0,NaN,0,1,Police Lieutenant                                 ,72045.56,170.14,170.14,72215.7,1,Police Lieutenant                                 ,73820.9,119.78,119.78,73940.68,1,Police Lieutenant                                 ,73820.9,53.24,53.24,73874.14,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p203,7/16/1990,1,Police Officer                                    ,50054.31,3019.08,3019.08,53073.39,1,Police Sergeant                                   ,55697.79,5169.93,5169.93,60867.72,1,Police Sergeant                                   ,57064.84,123.46,123.46,57188.3,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p204,7/16/1990,1,Police Officer                                    ,50054.31,9075.84,9075.84,59130.15,1,Police Officer                                    ,53062.64,4642.19,4642.19,57704.83,1,Police Officer                                    ,53062.64,1706.61,1706.61,54769.25,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p205,7/16/1990,1,Police Officer                                    ,50054.31,6115.87,6115.87,56170.18,1,Police Officer                                    ,53062.64,12169.48,12169.48,65232.12,1,Police Officer                                    ,53062.64,2308.73,2308.73,55371.37,1,Police Officer                                    ,53062.64,2544.7,2544.7,55607.34,1,Police Officer                                    ,53062.64,6524.33,6524.33,59586.97,1,Police Officer                                    ,54178.03,1359.58,1359.58,55537.61
p206,7/16/1990,1,Police Officer                                    ,50054.31,114.31,114.31,50168.62,1,Police Officer                                    ,53062.64,1489.18,1489.18,54551.82,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p207,7/16/1990,1,Police Officer                                    ,52537.27,2658.38,2658.38,55195.65,1,Police Officer                                    ,54363.72,2515.58,2515.58,56879.3,1,Police Officer                                    ,54363.72,166.62,166.62,54530.34,1,Police Officer                                    ,54363.72,787.34,787.34,55151.06,1,Police Officer                                    ,54363.72,176.42,176.42,54540.14,1,N/A,0,0,NaN,0
p208,7/16/1990,1,Police Officer                                    ,50054.31,5144.64,5144.64,55198.95,1,Police Officer                                    ,53062.64,869.05,869.05,53931.69,1,Police Officer                                    ,53062.64,1412.68,1412.68,54475.32,1,Police Officer                                    ,53062.64,1788.98,1788.98,54851.62,1,Police Officer                                    ,53062.64,1575.32,1575.32,54637.96,1,Police Officer                                    ,55231.84,1359.57,1359.57,56591.41
p209,7/16/1990,1,N/A,0,0,NaN,0,1,Police Officer                                    ,53062.64,6258.05,6258.05,59320.69,1,Police Officer                                    ,53062.64,2964.66,2964.66,56027.3,1,Police Officer                                    ,53062.64,95.67,95.67,53158.31,1,Police Officer                                    ,53062.64,9106.41,9106.41,62169.05,1,N/A,0,0,NaN,0
p210,7/16/1990,1,Police Sergeant                                   ,55146.33,16207.52,16207.52,71353.85,1,Police Sergeant                                   ,57064.84,10972.27,10972.27,68037.11,1,Police Sergeant                                   ,58466.02,8988.34,8988.34,67454.36,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,58466.02,196.76,196.76,58662.78,1,Police Sergeant                                   ,59637.6,358.74,358.74,59996.34
p211,7/23/1990,1,N/A,0,0,NaN,0,1,Police Identification Clerk                       ,33521.8,42.31,42.31,33564.11,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p212,4/8/1991,1,Police Officer                                    ,48857.31,11770.02,11770.02,60627.33,1,Police Sergeant                                   ,55697.79,13471.56,13471.56,69169.35,1,Police Sergeant                                   ,57064.84,7386.46,7386.46,64451.3,1,Police Sergeant                                   ,57064.84,5780.1,5780.1,62844.94,1,Police Sergeant                                   ,57064.84,1025.05,1025.05,58089.89,1,N/A,0,0,NaN,0
p213,4/8/1991,1,Police Officer                                    ,48857.31,1076.58,1076.58,49933.89,1,Police Officer                                    ,50554.85,811.9,811.9,51366.75,1,Police Officer                                    ,53062.64,857.81,857.81,53920.45,1,Police Officer                                    ,53062.64,794.04,794.04,53856.68,1,Police Officer                                    ,53062.64,1014.06,1014.06,54076.7,1,Police Officer                                    ,54548.82,234.19,234.19,54783.01
p214,4/8/1991,1,Police Officer                                    ,48857.31,1008.81,1008.81,49866.12,1,Police Officer                                    ,50554.85,254.78,254.78,50809.63,1,Police Officer                                    ,53062.64,140.31,140.31,53202.95,1,Police Officer                                    ,53062.64,38.27,38.27,53100.91,1,Police Officer                                    ,53062.64,51.02,51.02,53113.66,1,Police Officer                                    ,54227.86,45.54,45.54,54273.4
p215,4/8/1991,1,Police Sergeant                                   ,55146.33,3396.58,3396.58,58542.91,1,Police Sergeant                                   ,57064.84,3005.42,3005.42,60070.26,1,Police Sergeant                                   ,58466.02,1773.37,1773.37,60239.39,1,Police Sergeant                                   ,58466.02,1049.3,1049.3,59515.32,1,Police Sergeant                                   ,58466.02,3181.06,3181.06,61647.08,1,Police Sergeant                                   ,59752.28,1829.58,1829.58,61581.86
p216,4/8/1991,1,Police Officer                                    ,48857.31,851.47,851.47,49708.78,1,Police Officer                                    ,49345.88,3276.55,3276.55,52622.43,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,50554.85,145.84,145.84,50700.69,1,N/A,0,0,NaN,0
p217,4/11/1991,1,Police Sergeant                                   ,55146.33,958.75,958.75,56105.08,1,Police Sergeant                                   ,57064.84,2851.85,2851.85,59916.69,1,Police Sergeant                                   ,58466.02,1866.23,1866.23,60332.25,1,Police Sergeant                                   ,58466.02,1398.4,1398.4,59864.42,1,Police Sergeant                                   ,58466.02,1218.06,1218.06,59684.08,1,Police Sergeant                                   ,60583.72,974.8,974.8,61558.52
p218,4/26/1991,1,Police Officer                                    ,48857.31,2924.33,2924.33,51781.64,1,Police Officer                                    ,50554.85,528.57,528.57,51083.42,1,Police Officer                                    ,53062.64,420.94,420.94,53483.58,1,Police Officer                                    ,53062.64,640.97,640.97,53703.61,1,Police Officer                                    ,53062.64,535.77,535.77,53598.41,1,Police Officer                                    ,54464.26,621.24,621.24,55085.5
p219,1/27/1992,1,Police Officer                                    ,47689.59,2441.79,2441.79,50131.38,1,Police Officer                                    ,49345.88,613.12,613.12,49959,1,Police Officer                                    ,50554.85,2509.98,2509.98,53064.83,1,Police Officer                                    ,50554.85,2405.36,2405.36,52960.21,1,Police Officer                                    ,50554.85,303.82,303.82,50858.67,1,N/A,0,0,NaN,0
p220,1/27/1992,1,Police Sergeant                                   ,56499.84,45715.03,45715.03,102214.87,1,Police Sergeant                                   ,58466.02,17713.56,17713.56,76179.58,1,Police Sergeant                                   ,59902.43,11098.46,11098.46,71000.89,1,Police Sergeant                                   ,59902.43,3722.3,3722.3,63624.73,1,Police Sergeant                                   ,59902.43,1389.55,1389.55,61291.98,1,N/A,0,0,NaN,0
p221,1/27/1992,1,Police Officer                                    ,47689.59,2557.88,2557.88,50247.47,1,Police Sergeant                                   ,55697.79,4856.72,4856.72,60554.51,1,Police Sergeant                                   ,57064.84,596.72,596.72,57661.56,1,Police Sergeant                                   ,57064.84,1330.6,1330.6,58395.44,1,Police Sergeant                                   ,57064.84,1497.65,1497.65,58562.49,1,Police Officer                                    ,57271.48,798.91,798.91,58070.39
p222,1/27/1992,1,Police Officer                                    ,47689.59,9196.27,9196.27,56885.86,1,Police Officer                                    ,49345.88,6346.52,6346.52,55692.4,1,Police Officer                                    ,50554.85,194.44,194.44,50749.29,1,Police Officer                                    ,50554.85,200.52,200.52,50755.37,1,Police Officer                                    ,50554.85,218.75,218.75,50773.6,1,Police Sergeant                                   ,57674.32,122.91,122.91,57797.23
p223,2/14/1992,1,Support Technician                                ,27239.73,10263.56,10263.56,37503.29,1,Support Technician                                ,28200.24,4336.79,4336.79,32537.03,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p224,1/25/1993,1,Police Officer                                    ,47689.59,6792.41,6792.41,54482,1,Police Officer                                    ,49345.88,22256.7,22256.7,71602.58,1,Police Officer                                    ,50554.85,1944.39,1944.39,52499.24,1,Police Officer                                    ,50554.85,2842.12,2842.12,53396.97,1,Police Officer                                    ,50554.85,3888.05,3888.05,54442.9,1,N/A,0,0,NaN,0
p225,1/25/1993,1,Police Officer                                    ,47689.59,874.03,874.03,48563.62,1,Police Officer                                    ,49345.88,1469.76,1469.76,50815.64,1,Police Officer                                    ,50554.85,2233.05,2233.05,52787.9,1,Police Officer                                    ,50554.85,1649.73,1649.73,52204.58,1,Police Officer                                    ,50554.85,941.82,941.82,51496.67,1,Police Officer                                    ,51567.84,288.2,288.2,51856.04
p226,1/25/1993,1,Police Sergeant                                   ,55146.33,15874.75,15874.75,71021.08,1,Police Sergeant                                   ,57064.84,19137.97,19137.97,76202.81,1,Police Sergeant                                   ,58466.02,17598.97,17598.97,76064.99,1,Police Sergeant                                   ,58466.02,17688.72,17688.72,76154.74,1,Police Sergeant                                   ,58466.02,25769.48,25769.48,84235.5,1,Police Sergeant                                   ,60211,21224.67,21224.67,81435.67
p227,1/25/1993,1,Police Officer                                    ,47689.59,1554.18,1554.18,49243.77,1,Police Officer                                    ,49345.88,475,475,49820.88,1,Police Officer                                    ,50554.85,1078.54,1078.54,51633.39,1,Police Officer                                    ,50554.85,692.7,692.7,51247.55,1,Police Officer                                    ,50554.85,829.44,829.44,51384.29,1,Police Officer                                    ,52224.8,359.48,359.48,52584.28
p228,1/25/1993,1,Police Officer                                    ,47689.59,19878.37,19878.37,67567.96,1,Police Sergeant                                   ,55697.79,14441.42,14441.42,70139.21,1,Police Sergeant                                   ,57064.84,17235.2,17235.2,74300.04,1,Police Sergeant                                   ,57064.84,21442.95,21442.95,78507.79,1,Police Sergeant                                   ,57064.84,26777.74,26777.74,83842.58,1,Police Sergeant                                   ,58208.4,15193.5,15193.5,73401.9
p229,1/25/1993,1,Police Corporal                                   ,50803.13,2084.9,2084.9,52888.03,1,Police Corporal                                   ,52569.05,1480.67,1480.67,54049.72,1,Police Sergeant                                   ,59902.43,749.87,749.87,60652.3,1,Police Sergeant                                   ,59902.43,302.4,302.4,60204.83,1,Police Sergeant                                   ,59902.43,230.4,230.4,60132.83,1,Police Sergeant                                   ,61851.84,176.26,176.26,62028.1
p230,1/25/1993,1,Police Sergeant                                   ,56499.84,4419.67,4419.67,60919.51,1,Police Sergeant                                   ,58466.02,351.42,351.42,58817.44,1,Police Sergeant                                   ,59902.43,273.6,273.6,60176.03,1,Police Sergeant                                   ,59902.43,750.95,750.95,60653.38,1,Police Sergeant                                   ,59902.43,57.6,57.6,59960.03,1,Police Sergeant                                   ,61984.05,249.69,249.69,62233.74
p231,1/25/1993,1,Police Sergeant                                   ,55146.33,5538.04,5538.04,60684.37,1,Police Sergeant                                   ,57064.84,3024.87,3024.87,60089.71,1,Police Sergeant                                   ,58466.02,2171.35,2171.35,60637.37,1,Police Sergeant                                   ,58466.02,4127.83,4127.83,62593.85,1,Police Sergeant                                   ,58466.02,19412.57,19412.57,77878.59,1,Police Sergeant                                   ,59637.6,26337.12,26337.12,85974.72
p232,2/1/1993,1,Police Sergeant                                   ,59309.34,24687.49,24687.49,83996.83,1,Police Sergeant                                   ,61375.28,10007.9,10007.9,71383.18,1,Police Sergeant                                   ,62884.49,90.7,90.7,62975.19,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Lieutenant                                 ,71719.68,51.72,51.72,71771.4
p233,1/1/1994,1,Police Officer                                    ,44355.36,1953.48,1953.48,46308.84,1,Police Officer                                    ,47016.66,124.33,124.33,47140.99,1,Police Officer                                    ,48166.49,231.57,231.57,48398.06,1,Police Officer                                    ,48166.49,862.02,862.02,49028.51,1,Police Officer                                    ,48166.49,191.05,191.05,48357.54,1,Police Officer                                    ,49415.04,35.43,35.43,49450.47
p234,1/11/1994,1,Police Sergeant                                   ,60767.6,2092.56,2092.56,62860.16,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p235,1/24/1994,1,Police Officer                                    ,46551.15,12107.13,12107.13,58658.28,1,Police Officer                                    ,48166.49,10597.18,10597.18,58763.67,1,Police Officer                                    ,49345.88,35.59,35.59,49381.47,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p236,1/24/1994,1,Police Officer                                    ,46551.15,14191.06,14191.06,60742.21,1,Police Officer                                    ,48166.49,8800.39,8800.39,56966.88,1,Police Sergeant                                   ,55697.79,6692.52,6692.52,62390.31,1,Police Sergeant                                   ,55697.79,14122.23,14122.23,69820.02,1,Police Sergeant                                   ,55697.79,21379.84,21379.84,77077.63,1,Police Sergeant                                   ,57203.2,8323.92,8323.92,65527.12
p237,1/24/1994,1,Police Officer                                    ,46551.15,5189.96,5189.96,51741.11,1,Police Officer                                    ,48166.49,5090.5,5090.5,53256.99,1,Police Officer                                    ,49345.88,2081.8,2081.8,51427.68,1,Police Officer                                    ,49345.88,809.58,809.58,50155.46,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p238,1/24/1994,1,Police Officer                                    ,46551.15,6141.11,6141.11,52692.26,1,Police Officer                                    ,48166.49,6670.9,6670.9,54837.39,1,Police Officer                                    ,49345.88,2720.93,2720.93,52066.81,1,Police Officer                                    ,49345.88,542.59,542.59,49888.47,1,Police Officer                                    ,49345.88,89.72,89.72,49435.6,1,N/A,0,0,NaN,0
p239,1/24/1994,1,Police Sergeant                                   ,55146.33,2347.78,2347.78,57494.11,1,Police Sergeant                                   ,57064.84,1545.63,1545.63,58610.47,1,Police Sergeant                                   ,58466.02,284.59,284.59,58750.61,1,Police Sergeant                                   ,58466.02,621.9,621.9,59087.92,1,Police Sergeant                                   ,58466.02,242.42,242.42,58708.44,1,Police Lieutenant                                 ,64048.56,854.03,854.03,64902.59
p240,1/24/1994,1,Police Officer                                    ,46551.15,8766.93,8766.93,55318.08,1,Police Officer                                    ,48166.49,6712.06,6712.06,54878.55,1,Police Officer                                    ,49345.88,4906.9,4906.9,54252.78,1,Police Officer                                    ,49345.88,3948.75,3948.75,53294.63,1,Police Officer                                    ,49345.88,2373.14,2373.14,51719.02,1,Police Officer                                    ,50334.72,930.02,930.02,51264.74
p241,1/24/1994,1,Police Officer                                    ,46551.15,2696.82,2696.82,49247.97,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p242,1/24/1994,1,Police Officer                                    ,46551.15,2142.15,2142.15,48693.3,1,Police Sergeant                                   ,55697.79,1405.25,1405.25,57103.04,1,Police Sergeant                                   ,57064.84,862.61,862.61,57927.45,1,Police Sergeant                                   ,57064.84,658.44,658.44,57723.28,1,Police Sergeant                                   ,57064.84,166.06,166.06,57230.9,1,Police Sergeant                                   ,58712.07,265.84,265.84,58977.91
p243,1/24/1994,1,Police Officer                                    ,46551.15,326.72,326.72,46877.87,1,Police Officer                                    ,48166.49,446.07,446.07,48612.56,1,Police Officer                                    ,49345.88,35.59,35.59,49381.47,1,Police Officer                                    ,49345.88,23.72,23.72,49369.6,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p244,1/24/1994,1,Police Sergeant                                   ,56499.84,1086.48,1086.48,57586.32,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p245,1/24/1994,1,Police Officer                                    ,46551.15,7100.69,7100.69,53651.84,1,Police Officer                                    ,48166.49,2443.12,2443.12,50609.61,1,Police Officer                                    ,49345.88,9307.04,9307.04,58652.92,1,Police Officer                                    ,49345.88,12028.27,12028.27,61374.15,1,Police Officer                                    ,49345.88,6084.48,6084.48,55430.36,1,Police Officer                                    ,50982.01,5254.32,5254.32,56236.33
p246,1/24/1994,1,Police Officer                                    ,46551.15,28749.13,28749.13,75300.28,1,Police Officer                                    ,48166.49,29872.42,29872.42,78038.91,1,Police Officer                                    ,49345.88,16744.63,16744.63,66090.51,1,Police Officer                                    ,49345.88,14189.86,14189.86,63535.74,1,Police Officer                                    ,49345.88,17649.67,17649.67,66995.55,1,Police Officer                                    ,50994.12,12854.62,12854.62,63848.74
p247,2/8/1994,1,Administrative Assistant I                        ,42975.78,13582.29,13582.29,56558.07,1,Administrative Assistant I                        ,44490.89,9809.93,9809.93,54300.82,1,Administrative Assistant I                        ,44490.89,2430.42,2430.42,46921.31,1,N/A,0,0,NaN,0,1,Administrative Assistant I                        ,44490.89,3845.35,3845.35,48336.24,1,Administrative Assistant I                        ,45382.56,5961.67,5961.67,51344.23
p248,6/8/1994,1,Police Officer                                    ,44355.36,5622.17,5622.17,49977.53,1,Police Officer                                    ,47016.66,7910.18,7910.18,54926.84,1,Police Officer                                    ,48166.49,3484.61,3484.61,51651.1,1,Police Officer                                    ,48166.49,4050.72,4050.72,52217.21,1,Police Officer                                    ,48166.49,6186.61,6186.61,54353.1,1,Police Officer                                    ,48521.48,2819.75,2819.75,51341.23
p249,11/14/1994,1,Police Sergeant                                   ,55146.33,5448.33,5448.33,60594.66,1,Police Sergeant                                   ,57064.84,231.46,231.46,57296.3,1,Police Sergeant                                   ,58466.02,14.05,14.05,58480.07,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,58466.02,63.24,63.24,58529.26,1,Police Sergeant                                   ,60612.4,121.85,121.85,60734.25
p250,11/14/1994,1,Police Officer                                    ,45439.73,13477.54,13477.54,58917.27,1,Police Officer                                    ,47016.66,16004.87,16004.87,63021.53,1,Police Officer                                    ,48166.49,7046.87,7046.87,55213.36,1,Police Officer                                    ,48166.49,3043.77,3043.77,51210.26,1,Police Officer                                    ,48166.49,2921.69,2921.69,51088.18,1,Police Officer                                    ,49131.6,3126.26,3126.26,52257.86
p251,11/14/1994,1,Police Officer                                    ,45439.73,7629.88,7629.88,53069.61,1,Police Officer                                    ,47016.66,1554.55,1554.55,48571.21,1,Police Officer                                    ,48166.49,1458.9,1458.9,49625.39,1,Police Officer                                    ,48166.49,807.6,807.6,48974.09,1,Police Officer                                    ,48166.49,752.62,752.62,48919.11,1,Police Officer                                    ,50082.3,6876.87,6876.87,56959.17
p252,11/14/1994,1,Police Officer                                    ,45439.73,3701.09,3701.09,49140.82,1,Police Officer                                    ,47016.66,9797.87,9797.87,56814.53,1,Police Officer                                    ,48166.49,185.26,185.26,48351.75,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,50170.88,188.96,188.96,50359.84
p253,11/14/1994,1,Police Officer                                    ,45439.73,13486.96,13486.96,58926.69,1,Police Officer                                    ,47016.66,12358.17,12358.17,59374.83,1,Police Officer                                    ,48166.49,11767.82,11767.82,59934.31,1,Police Officer                                    ,48166.49,12914.02,12914.02,61080.51,1,Police Officer                                    ,48166.49,13909.7,13909.7,62076.19,1,Police Officer                                    ,49320.56,9107.65,9107.65,58428.21
p254,11/14/1994,1,Police Officer                                    ,45439.73,3520.4,3520.4,48960.13,1,Police Officer                                    ,47016.66,4545.28,4545.28,51561.94,1,Police Officer                                    ,48166.49,3713.82,3713.82,51880.31,1,Police Officer                                    ,48166.49,1933.62,1933.62,50100.11,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p255,11/14/1994,1,Police Officer                                    ,45439.73,4764.99,4764.99,50204.72,1,Police Officer                                    ,47016.66,1157.54,1157.54,48174.2,1,Police Officer                                    ,48166.49,1978.3,1978.3,50144.79,1,Police Officer                                    ,48166.49,3417.95,3417.95,51584.44,1,Police Officer                                    ,48166.49,7115.16,7115.16,55281.65,1,Police Officer                                    ,49249.7,5939.47,5939.47,55189.17
p256,11/14/1994,1,Police Officer                                    ,45439.73,3122.47,3122.47,48562.2,1,Police Officer                                    ,47016.66,1255.17,1255.17,48271.83,1,Police Officer                                    ,48166.49,1679.75,1679.75,49846.24,1,Police Officer                                    ,48166.49,2993.02,2993.02,51159.51,1,Police Officer                                    ,48166.49,3704.33,3704.33,51870.82,1,Police Officer                                    ,49533.14,2550.99,2550.99,52084.13
p257,11/14/1994,1,Police Officer                                    ,45439.73,794.2,794.2,46233.93,1,Police Officer                                    ,47016.66,1100.68,1100.68,48117.34,1,Police Officer                                    ,48166.49,888.8,888.8,49055.29,1,Police Officer                                    ,48166.49,3908.2,3908.2,52074.69,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p258,11/14/1994,1,Police Officer                                    ,45439.73,11929.97,11929.97,57369.7,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p259,11/14/1994,1,Police Officer                                    ,45439.73,18244.64,18244.64,63684.37,1,Police Officer                                    ,47016.66,20035.06,20035.06,67051.72,1,Police Officer                                    ,48166.49,6971.04,6971.04,55137.53,1,Police Sergeant                                   ,55697.79,736.41,736.41,56434.2,1,Police Sergeant                                   ,55697.79,1393.88,1393.88,57091.67,1,Police Sergeant                                   ,57251,28398.22,28398.22,85649.22
p260,11/17/1994,1,Police Officer                                    ,45439.73,18212.46,18212.46,63652.19,1,Police Sergeant                                   ,55697.79,15775.8,15775.8,71473.59,1,Police Sergeant                                   ,57064.84,9094.68,9094.68,66159.52,1,Police Sergeant                                   ,57064.84,6529.26,6529.26,63594.1,1,Police Sergeant                                   ,57064.84,537.89,537.89,57602.73,1,Police Sergeant                                   ,58544.19,1597.63,1597.63,60141.82
p261,11/23/1994,1,Operations Officer II                             ,36879.93,3599.81,3599.81,40479.74,1,Operations Officer II                             ,38180.16,3032.49,3032.49,41212.65,1,Operations Officer II                             ,39134.24,105.83,105.83,39240.07,1,Operations Officer II                             ,39134.24,211.66,211.66,39345.9,1,Operations Officer II                             ,39134.24,437.43,437.43,39571.67,1,Operations Officer II                             ,40148.76,143.93,143.93,40292.69
