name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
p797,1/22/2008,1,N/A,0,0,NaN,0,1,Police Officer                                    ,44798.91,16142.15,16142.15,60941.06,1,Police Officer                                    ,47016.66,3401.92,3401.92,50418.58,1,Police Officer                                    ,47016.66,8237.18,8237.18,55253.84,1,Police Officer                                    ,47016.66,12457.53,12457.53,59474.19,1,Police Officer                                    ,48408.32,13530.23,13530.23,61938.55
p798,2/4/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,20905.99,41.81,41.81,20947.8,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p799,2/4/2008,1,N/A,0,0,NaN,0,1,Senior Animal Caretaker                           ,29570.81,5568.69,5568.69,35139.5,1,Senior Animal Caretaker                           ,30309.86,970.06,970.06,31279.92,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p800,2/4/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Kennel Supervisor                                 ,45603.42,15539.71,15539.71,61143.13,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p801,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2020.47,2020.47,38520.47,1,Police Officer                                    ,39390,1673.63,1673.63,41063.63,1,Police Officer                                    ,39390,1785.74,1785.74,41175.74,1,Police Officer                                    ,39390,2617.71,2617.71,42007.71,1,Police Officer                                    ,40261.45,1873.85,1873.85,42135.3
p802,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1928.45,1928.45,38428.45,1,Police Officer                                    ,39390,2143.18,2143.18,41533.18,1,Police Officer                                    ,39390,4786.43,4786.43,44176.43,1,Police Officer                                    ,39390,13376.91,13376.91,52766.91,1,Police Officer                                    ,40609.13,6521.6,6521.6,47130.73
p803,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2277.69,2277.69,38777.69,1,Police Officer                                    ,39390,3011.07,3011.07,42401.07,1,Police Officer                                    ,39390,3709.4,3709.4,43099.4,1,Police Officer                                    ,39390,2168.36,2168.36,41558.36,1,Police Officer                                    ,40642.71,77.26,77.26,40719.97
p804,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,6486.81,6486.81,42986.81,1,Police Officer                                    ,39390,10531.53,10531.53,49921.53,1,Police Officer                                    ,39390,9847.42,9847.42,49237.42,1,Police Officer                                    ,39390,5380.55,5380.55,44770.55,1,N/A,0,0,NaN,0
p805,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,651.15,651.15,37151.15,1,Police Officer                                    ,39390,1529.2,1529.2,40919.2,1,Police Officer                                    ,39390,1264.11,1264.11,40654.11,1,Police Officer                                    ,39390,5637.79,5637.79,45027.79,1,Police Officer                                    ,40275.94,5327.04,5327.04,45602.98
p806,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3096.44,3096.44,39596.44,1,Police Officer                                    ,39390,4831.45,4831.45,44221.45,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,40787.79,2687.38,2687.38,43475.17
p807,2/11/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2920.69,2920.69,39420.69,1,Police Officer                                    ,39390,4263.32,4263.32,43653.32,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,14371.19,14371.19,53761.19,1,Police Officer                                    ,40275.94,6690.55,6690.55,46966.49
p808,2/25/2008,1,N/A,0,0,NaN,0,1,Veterinary Technician                             ,38180.16,3119.19,3119.19,41299.35,1,Veterinary Technician                             ,39134.24,2386.73,2386.73,41520.97,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p809,2/25/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1088.24,1088.24,37588.24,1,Police Officer                                    ,39390,745.67,745.67,40135.67,1,Police Officer                                    ,39390,551.56,551.56,39941.56,1,Police Officer                                    ,39390,987.14,987.14,40377.14,1,Police Officer                                    ,36708.8,202.81,202.81,36911.61
p810,2/25/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1675.16,1675.16,38175.16,1,Police Officer                                    ,41672.42,1938.34,1938.34,43610.76,1,Police Officer                                    ,41672.42,1507.61,1507.61,43180.03,1,Police Officer                                    ,41672.42,851.44,851.44,42523.86,1,Police Officer                                    ,42803.88,275.89,275.89,43079.77
p811,2/25/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,711.87,711.87,37211.87,1,Police Officer                                    ,39390,1318.54,1318.54,40708.54,1,Police Officer                                    ,39390,1704.39,1704.39,41094.39,1,Police Officer                                    ,39390,1055.76,1055.76,40445.76,1,Police Officer                                    ,40652.58,1710.95,1710.95,42363.53
p812,2/25/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3457.28,3457.28,39957.28,1,Police Officer                                    ,39390,455.41,455.41,39845.41,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p813,3/3/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1003.12,1003.12,37503.12,1,Police Officer                                    ,41672.42,1450.01,1450.01,43122.43,1,Police Officer                                    ,41672.42,1237.15,1237.15,42909.57,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p814,3/3/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,4369.99,4369.99,40869.99,1,Police Officer                                    ,39390,6133.37,6133.37,45523.37,1,Police Officer                                    ,39390,3733.06,3733.06,43123.06,1,Police Officer                                    ,39390,1569.47,1569.47,40959.47,1,Police Officer                                    ,40671.9,1468.05,1468.05,42139.95
p815,3/14/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,5534,5534,44924,1,Police Officer                                    ,39390,6285.64,6285.64,45675.64,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p816,3/17/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1672.28,1672.28,38172.28,1,Police Officer                                    ,41672.42,1297.23,1297.23,42969.65,1,Police Officer                                    ,41672.42,3824.08,3824.08,45496.5,1,Police Officer                                    ,41672.42,1106.91,1106.91,42779.33,1,Police Officer                                    ,42507.6,204.36,204.36,42711.96
p817,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,5251.02,5251.02,41751.02,1,Police Officer                                    ,39390,4083.36,4083.36,43473.36,1,Police Officer                                    ,39390,1922.16,1922.16,41312.16,1,Police Officer                                    ,39390,856.92,856.92,40246.92,1,Police Officer                                    ,40411.14,57.95,57.95,40469.09
p818,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2658.49,2658.49,39158.49,1,Police Officer                                    ,39390,3238.34,3238.34,42628.34,1,Police Officer                                    ,39390,3645.5,3645.5,43035.5,1,Police Officer                                    ,39390,1976.64,1976.64,41366.64,1,Police Officer                                    ,41000.27,4024.13,4024.13,45024.4
p819,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2558.75,2558.75,39058.75,1,Police Officer                                    ,39390,3202.82,3202.82,42592.82,1,Police Officer                                    ,39390,5110.96,5110.96,44500.96,1,Police Officer                                    ,39390,3778.58,3778.58,43168.58,1,Police Officer                                    ,40705.7,2709.26,2709.26,43414.96
p820,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1439.43,1439.43,37939.43,1,Police Officer                                    ,39390,3408.81,3408.81,42798.81,1,Police Officer                                    ,39390,3070.28,3070.28,42460.28,1,Police Officer                                    ,39390,2646.53,2646.53,42036.53,1,Police Officer                                    ,40507.72,1598.42,1598.42,42106.14
p821,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,916.26,916.26,37416.26,1,Police Officer                                    ,39390,2026.34,2026.34,41416.34,1,Police Officer                                    ,39390,1799.09,1799.09,41189.09,1,Police Officer                                    ,39390,303,303,39693,1,N/A,0,0,NaN,0
p822,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,6444.99,6444.99,42944.99,1,Police Officer                                    ,39390,4921.38,4921.38,44311.38,1,Police Officer                                    ,39390,113.63,113.63,39503.63,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p823,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,6228.22,6228.22,42728.22,1,Police Officer                                    ,39390,15990.46,15990.46,55380.46,1,Police Officer                                    ,39390,23692.77,23692.77,63082.77,1,Police Officer                                    ,39390,16785.42,16785.42,56175.42,1,Police Officer                                    ,39569.77,18691.75,18691.75,58261.52
p824,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2708.52,2708.52,39208.52,1,Police Officer                                    ,39390,648.6,648.6,40038.6,1,Police Officer                                    ,39390,4276.92,4276.92,43666.92,1,Police Officer                                    ,39390,4823.57,4823.57,44213.57,1,Police Officer                                    ,42327.29,1212.33,1212.33,43539.62
p825,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1711.39,1711.39,38211.39,1,Police Officer                                    ,39390,2776.72,2776.72,42166.72,1,Police Officer                                    ,39390,629.68,629.68,40019.68,1,Police Officer                                    ,39390,1870.07,1870.07,41260.07,1,Police Officer                                    ,40275.94,183.5,183.5,40459.44
p826,3/24/2008,1,N/A,0,0,NaN,0,1,Police Officer                                    ,41672.42,2134.5,2134.5,43806.92,1,Police Officer                                    ,42689.19,3581.37,3581.37,46270.56,1,Police Officer                                    ,42689.19,3773.79,3773.79,46462.98,1,Police Officer                                    ,42689.19,2221.66,2221.66,44910.85,1,Police Officer                                    ,43989.49,1755.85,1755.85,45745.34
p827,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2186.17,2186.17,38686.17,1,Police Officer                                    ,39390,3250.16,3250.16,42640.16,1,Police Officer                                    ,39390,3117.58,3117.58,42507.58,1,Police Officer                                    ,39390,4556.8,4556.8,43946.8,1,Police Officer                                    ,40604.31,4800.03,4800.03,45404.34
p828,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1290.18,1290.18,37790.18,1,Police Officer                                    ,39390,3195.71,3195.71,42585.71,1,Police Officer                                    ,39390,1375.33,1375.33,40765.33,1,Police Officer                                    ,39390,390.59,390.59,39780.59,1,Police Officer                                    ,30307.85,437.02,437.02,30744.87
p829,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2097.46,2097.46,38597.46,1,Police Officer                                    ,39390,5034.98,5034.98,44424.98,1,Police Officer                                    ,39390,6497.89,6497.89,45887.89,1,Police Officer                                    ,39390,4526,4526,43916,1,Police Officer                                    ,40918.18,7091.4,7091.4,48009.58
p830,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2046.43,2046.43,38546.43,1,Police Officer                                    ,39390,1325.64,1325.64,40715.64,1,Police Officer                                    ,39390,1060.52,1060.52,40450.52,1,Police Officer                                    ,39390,1451.11,1451.11,40841.11,1,Police Officer                                    ,40623.61,1144.49,1144.49,41768.1
p831,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1360.62,1360.62,37860.62,1,Police Officer                                    ,39390,3002.68,3002.68,42392.68,1,Police Officer                                    ,39390,1659.21,1659.21,41049.21,1,Police Officer                                    ,39390,3479.37,3479.37,42869.37,1,Police Officer                                    ,40734.68,2326.72,2326.72,43061.4
p832,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3190.73,3190.73,39690.73,1,Police Officer                                    ,39390,4099.16,4099.16,43489.16,1,Police Officer                                    ,39390,2581.52,2581.52,41971.52,1,Police Officer                                    ,39390,3728.8,3728.8,43118.8,1,Police Officer                                    ,40589.81,3288,3288,43877.81
p833,3/24/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1278.46,1278.46,37778.46,1,Police Officer                                    ,39390,2163.63,2163.63,41553.63,1,Police Officer                                    ,39390,1460.58,1460.58,40850.58,1,Police Officer                                    ,39390,1979.01,1979.01,41369.01,1,Police Officer                                    ,40956.8,777.46,777.46,41734.26
p834,3/24/2008,1,N/A,0,0,NaN,0,1,Police Officer                                    ,41672.42,10155.34,10155.34,51827.76,1,Police Officer                                    ,42689.19,11911.36,11911.36,54600.55,1,Police Officer                                    ,42689.19,13335.13,13335.13,56024.32,1,Police Officer                                    ,42689.19,9853.83,9853.83,52543.02,1,Police Officer                                    ,43717.34,4615.92,4615.92,48333.26
p835,5/9/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Identification Clerk                       ,26186.83,122.75,122.75,26309.58,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p836,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,166.71,166.71,36666.71,1,Police Recruit                                    ,36500,3179.19,3179.19,39679.19,1,Police Officer                                    ,39390,6019.73,6019.73,45409.73,1,Police Officer                                    ,39390,3657.29,3657.29,43047.29,1,Police Officer                                    ,40570.51,25304.32,25304.32,65874.83
p837,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1027.55,1027.55,37527.55,1,Police Officer                                    ,39390,2583.23,2583.23,41973.23,1,Police Officer                                    ,39390,3164.31,3164.31,42554.31,1,Police Officer                                    ,39390,4396.06,4396.06,43786.06,1,Police Officer                                    ,40565.66,5745.53,5745.53,46311.19
p838,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1923.5,1923.5,38423.5,1,Police Officer                                    ,39390,3697.55,3697.55,43087.55,1,Police Officer                                    ,39390,3337.74,3337.74,42727.74,1,Police Officer                                    ,39390,2035.76,2035.76,41425.76,1,Police Officer                                    ,40753.99,1914.72,1914.72,42668.71
p839,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2719,2719,39219,1,Police Officer                                    ,39390,343.25,343.25,39733.25,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p840,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1447.69,1447.69,37947.69,1,Police Officer                                    ,39390,8749.21,8749.21,48139.21,1,Police Officer                                    ,39390,2059.62,2059.62,41449.62,1,Police Officer                                    ,39390,2110.08,2110.08,41500.08,1,Police Officer                                    ,40454.61,3240.18,3240.18,43694.79
p841,6/9/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1699.97,1699.97,38199.97,1,Police Officer                                    ,39390,2659.2,2659.2,42049.2,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2646.52,2646.52,42036.52,1,Police Officer                                    ,40869.88,1484.93,1484.93,42354.81
p842,6/16/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3385.03,3385.03,39885.03,1,Police Officer                                    ,39390,5896.68,5896.68,45286.68,1,Police Officer                                    ,39390,5153.35,5153.35,44543.35,1,Police Officer                                    ,39390,5508.4,5508.4,44898.4,1,Police Officer                                    ,40216.82,10498.27,10498.27,50715.09
p843,6/16/2008,1,N/A,0,0,NaN,0,1,Humane Officer I                                  ,27696.59,2380.05,2380.05,30076.64,1,Humane Officer I                                  ,28389.24,2047.28,2047.28,30436.52,1,Humane Officer I                                  ,28389.24,1724.85,1724.85,30114.09,1,Humane Officer I                                  ,28389.24,869.39,869.39,29258.63,1,Humane Officer I                                  ,29180.91,1506.28,1506.28,30687.19
p844,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2757.82,2757.82,39257.82,1,Police Officer                                    ,39390,5004.22,5004.22,44394.22,1,Police Officer                                    ,39390,113.63,113.63,39503.63,1,Police Officer                                    ,39390,317.21,317.21,39707.21,1,Police Officer                                    ,16607.43,352.51,352.51,16959.94
p845,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1606.21,1606.21,38106.21,1,Police Officer                                    ,39390,1858.28,1858.28,41248.28,1,Police Officer                                    ,39390,2369.57,2369.57,41759.57,1,Police Officer                                    ,39390,1711.49,1711.49,41101.49,1,Police Officer                                    ,40502.89,1251.25,1251.25,41754.14
p846,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3107.28,3107.28,39607.28,1,Police Officer                                    ,39390,2137.59,2137.59,41527.59,1,Police Officer                                    ,39390,1981.34,1981.34,41371.34,1,Police Officer                                    ,39390,1486.6,1486.6,40876.6,1,N/A,0,0,NaN,0
p847,6/23/2008,1,N/A,0,0,NaN,0,1,Humane Officer I                                  ,27696.59,926.19,926.19,28622.78,1,Humane Officer II                                 ,36061.49,52.01,52.01,36113.5,1,Humane Officer II                                 ,36061.49,604.65,604.65,36666.14,1,Humane Officer II                                 ,36061.49,299.07,299.07,36360.56,1,N/A,0,0,NaN,0
p848,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,9326.65,9326.65,45826.65,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p849,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,4338.54,4338.54,40838.54,1,Police Officer                                    ,39390,13251.46,13251.46,52641.46,1,Police Officer                                    ,39390,15533.43,15533.43,54923.43,1,Police Officer                                    ,39390,15696.73,15696.73,55086.73,1,Police Officer                                    ,42101.1,12569.91,12569.91,54671.01
p850,6/23/2008,1,N/A,0,0,0,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Humane Officer II                                 ,35791.54,895.25,895.25,36686.79
p851,6/23/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,618.56,618.56,37118.56,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p852,6/25/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2083.1,2083.1,38583.1,1,Police Officer                                    ,39390,19181.22,19181.22,58571.22,1,Police Officer                                    ,39390,9461.56,9461.56,48851.56,1,Police Officer                                    ,39390,1157.47,1157.47,40547.47,1,N/A,0,0,NaN,0
p853,6/30/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1443.81,1443.81,37943.81,1,Police Officer                                    ,39390,6452.17,6452.17,45842.17,1,Police Officer                                    ,39390,3742.94,3742.94,43132.94,1,Police Officer                                    ,39390,5070.79,5070.79,44460.79,1,Police Officer                                    ,40773.31,5409.02,5409.02,46182.33
p854,6/30/2008,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1956.44,1956.44,38456.44,1,Police Officer                                    ,39390,6697.36,6697.36,46087.36,1,Police Officer                                    ,39390,1709.63,1709.63,41099.63,1,Police Officer                                    ,39390,691.23,691.23,40081.23,1,N/A,0,0,NaN,0
p855,7/1/2008,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,14558.88,3238.2,3238.2,17797.08,1,Animal Caretaker                                  ,14558.88,845.42,845.42,15404.3,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p856,7/1/2008,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,19412.07,1151.98,1151.98,20564.05,1,Animal Caretaker                                  ,19412.07,1783.26,1783.26,21195.33,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p857,7/1/2008,1,N/A,0,0,0,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Office Assistant                                  ,19318.56,222.9,222.9,19541.46
p858,7/1/2008,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,14558.88,3895.5,3895.5,18454.38,1,Animal Caretaker                                  ,14558.88,1671.92,1671.92,16230.8,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p859,7/1/2008,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,19412.07,1029.17,1029.17,20441.24,1,Animal Caretaker                                  ,19412.07,164.54,164.54,19576.61,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p860,7/1/2008,1,N/A,0,0,NaN,0,1,Customer Service Rep                              ,20907.14,2262.05,2262.05,23169.19,1,Customer Service Rep                              ,20907.14,2028.4,2028.4,22935.54,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p861,7/1/2008,1,N/A,0,0,NaN,0,1,Administrative Assistant I                        ,29968.06,1469.94,1469.94,31438,1,Administrative Assistant I                        ,29968.06,3806.28,3806.28,33774.34,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p862,7/7/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3852.12,3852.12,43242.12,1,Police Officer                                    ,39390,3516.34,3516.34,42906.34,1,Police Officer                                    ,39390,3697.47,3697.47,43087.47,1,Police Officer                                    ,40333.88,6479.22,6479.22,46813.1
p863,7/7/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3243.07,3243.07,42633.07,1,Police Officer                                    ,39390,3593.38,3593.38,42983.38,1,Police Officer                                    ,39390,2128.81,2128.81,41518.81,1,Police Officer                                    ,40411.15,8348.23,8348.23,48759.38
p864,7/7/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2471.39,2471.39,41861.39,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1652.33,1652.33,41042.33,1,Police Officer                                    ,41327.88,1134.84,1134.84,42462.72
p865,7/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,5463.46,5463.46,44853.46,1,Police Officer                                    ,39390,2788.58,2788.58,42178.58,1,Police Officer                                    ,39390,3361.41,3361.41,42751.41,1,Police Officer                                    ,40275.94,6217.77,6217.77,46493.71
p866,7/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,7444.79,7444.79,46834.79,1,Police Officer                                    ,39390,8936.03,8936.03,48326.03,1,Police Officer                                    ,39390,14936.93,14936.93,54326.93,1,Police Officer                                    ,40768.48,33921.61,33921.61,74690.09
p867,7/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,12257.09,12257.09,51647.09,1,Police Officer                                    ,39390,5577.1,5577.1,44967.1,1,Police Officer                                    ,39390,4902.45,4902.45,44292.45,1,Police Officer                                    ,40295.25,6483.91,6483.91,46779.16
p868,7/10/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3444.26,3444.26,42834.26,1,Police Officer                                    ,39390,2899.8,2899.8,42289.8,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p869,7/14/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2187.29,2187.29,41577.29,1,Police Officer                                    ,39390,4085.74,4085.74,43475.74,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p870,7/14/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2300.94,2300.94,41690.94,1,Police Officer                                    ,39390,3117.57,3117.57,42507.57,1,Police Officer                                    ,39390,3494,3494,42884,1,Police Officer                                    ,40507.72,3525.49,3525.49,44033.21
p871,7/14/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2594.45,2594.45,41984.45,1,Police Officer                                    ,39390,1853.62,1853.62,41243.62,1,Police Officer                                    ,39390,2606.28,2606.28,41996.28,1,Police Officer                                    ,40671.9,2431.42,2431.42,43103.32
p872,7/14/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1145.71,1145.71,40535.71,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p873,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1952.95,1952.95,41342.95,1,Police Officer                                    ,39390,1110.22,1110.22,40500.22,1,Police Officer                                    ,39390,2033.38,2033.38,41423.38,1,Police Officer                                    ,40527.04,1897.81,1897.81,42424.85
p874,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1351.67,1351.67,40741.67,1,Police Officer                                    ,39390,2371.92,2371.92,41761.92,1,Police Officer                                    ,39390,2696.26,2696.26,42086.26,1,Police Officer                                    ,40787.79,2395.23,2395.23,43183.02
p875,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,15209.08,15209.08,54599.08,1,Police Officer                                    ,39390,14288.28,14288.28,53678.28,1,Police Officer                                    ,39390,14771.15,14771.15,54161.15,1,Police Officer                                    ,40836.08,14962.7,14962.7,55798.78
p876,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3863.24,3863.24,43253.24,1,Police Officer                                    ,39390,4173.34,4173.34,43563.34,1,Police Officer                                    ,39390,2958.98,2958.98,42348.98,1,Police Officer                                    ,40412.11,2643.89,2643.89,43056
p877,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1181.27,1181.27,40571.27,1,Police Officer                                    ,39390,6311.12,6311.12,45701.12,1,Police Officer                                    ,39390,4811.67,4811.67,44201.67,1,Police Officer                                    ,40787.79,4777.99,4777.99,45565.78
p878,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,606.02,606.02,39996.02,1,Police Officer                                    ,39390,927.96,927.96,40317.96,1,Police Officer                                    ,39595.04,833,833,40428.04
p879,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1103.98,1103.98,40493.98,1,Police Officer                                    ,39390,684.14,684.14,40074.14,1,Police Officer                                    ,39390,508.98,508.98,39898.98,1,Police Officer                                    ,40179.36,28.97,28.97,40208.33
p880,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2703.35,2703.35,42093.35,1,Police Officer                                    ,39390,1709.11,1709.11,41099.11,1,Police Officer                                    ,39390,2400.32,2400.32,41790.32,1,Police Officer                                    ,40541.52,1714.29,1714.29,42255.81
p881,7/21/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1734.99,1734.99,41124.99,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,113.63,113.63,39503.63,1,Police Officer                                    ,40705.7,3935.66,3935.66,44641.36
